#;LINEARobjectID;LCtype  ;  P;A;mmed;stdev;rms;Lchi2pdf;nObs;skew;kurt;LR;CUF;t2;t3
;956738;5;0.310867;0.5;16.52;0.17;0.19;0.782;313;0.71;1.82;0.557;1;0;0
;966279;1;0.517279;0.89;16.3;0.29;0.35;1.891;330;-1.17;0.38;1.408;1;0;0
;967924;1;0.643333;0.86;16.6;0.28;0.33;1.328;227;-0.36;-0.58;1.054;1;0;0
;968962;1;0.579337;0.73;16.24;0.24;0.31;1.437;235;-0.04;-1.16;1.148;1;0;0
;969277;1;0.691659;0.63;16.02;0.2;0.25;1.585;220;-0.54;-0.49;1.198;1;0;0
;970326;1;0.592226;0.56;16.19;0.19;0.25;1.196;275;-0.05;-0.77;0.996;1;0;0
;970699;0;-9.9;1.79;16.31;0.52;0.14;3.045;134;-2.16;3.4;1.249;1;0;0
;976746;1;0.620667;0.48;15.19;0.16;0.22;1.662;236;-0.12;-1.07;1.512;1;0;0
;980281;4;0.743958;0.49;14.26;0.15;0.11;2.062;233;2.37;5.37;1.502;1;0;0
;985609;5;0.292735;0.34;14.87;0.11;0.15;1.57;253;0.77;-0.54;1.324;1;0;0
;989567;2;0.316228;0.35;16.08;0.11;0.14;0.718;283;-0.38;-0.27;0.493;1;0;0
;991055;2;0.347278;0.41;15.62;0.12;0.14;1.182;131;0.18;-0.77;0.884;1;0;0
;991385;5;0.245263;0.84;16.93;0.27;0.32;0.777;282;0.71;-0.19;0.549;1;0;0
;993105;1;0.794684;0.32;16.1;0.11;0.12;0.683;205;0.49;1.07;0.397;1;0;0
;993141;0;-9.9;0.33;16.2;0.1;0.11;0.495;215;0.16;0.25;0.11;1;0;0
;999498;5;0.287555;0.48;14.48;0.19;0.23;2.349;493;1.58;6.26;2.191;1;0;0
;999528;1;0.658394;0.64;16.59;0.2;0.24;1.05;564;-0.31;-0.61;0.754;1;0;0
;1004849;1;0.458464;1.02;16.57;0.32;0.37;1.909;607;-0.74;-0.38;1.478;1;0;0
;1005497;1;0.6536;0.58;16.05;0.19;0.24;1.557;607;-0.25;-0.56;1.272;1;0;0
;1009459;5;0.245888;0.42;14.76;0.14;0.19;2.013;593;0.63;-0.78;1.797;1;0;0
;1010992;1;0.537339;0.62;14.89;0.2;0.26;2.194;255;-0.6;-0.68;1.884;1;0;0
;1013889;1;0.50457;0.9;16.66;0.28;0.33;1.374;228;-0.53;-0.38;0.883;1;0;0
;1014960;5;0.362666;0.37;15.7;0.12;0.14;0.977;166;0.79;-0.19;0.775;1;0;0
;1018967;5;0.248463;0.84;16.05;0.28;0.29;1.336;271;1.04;-0.05;1.122;1;0;0
;1019294;4;0.773703;0.51;15.96;0.15;0.19;0.927;278;1.32;0.89;0.61;2;5;0
;1031776;5;0.249161;0.78;16.94;0.24;0.23;0.56;151;0.97;1.1;0.297;1;0;0
;1032186;2;0.327228;0.33;16.14;0.12;0.14;0.688;140;-0.22;0.35;0.45;1;0;0
;1034627;1;0.620327;0.4;15.37;0.12;0.09;1.318;167;-0.74;0.48;0.899;1;0;0
;1037914;0;-9.9;0.7;16.25;0.24;0.32;1.33;170;-0.35;-0.98;1.035;1;0;0
;1045095;5;0.28509;0.68;15.53;0.22;0.27;1.45;216;1.03;-0.16;1.203;1;0;0
;1045890;5;0.426085;0.37;14.92;0.11;0.11;1.378;215;0.48;-0.3;1.089;1;0;0
;1049602;2;0.302012;0.42;15.02;0.14;0.2;1.593;220;0.23;-1.27;1.417;1;0;0
;1050401;5;0.266464;0.35;16.22;0.11;0.14;0.798;570;0.35;-0.7;0.582;1;0;0
;1051321;2;0.330481;0.36;15.23;0.15;0.17;1.791;558;1.42;7.64;1.656;1;0;0
;1051858;1;0.632088;0.44;16.86;0.14;0.18;0.575;552;0.24;-0.34;0.315;1;0;0
;1058132;1;0.632852;0.45;16.5;0.14;0.18;0.842;607;0.09;-0.53;0.541;1;0;0
;1059786;1;0.463511;1.05;16.77;0.34;0.43;1.861;549;-0.77;-0.65;1.441;1;0;0
;1061567;1;0.692534;0.33;15.07;0.11;0.15;1.731;547;-0.04;-1.16;1.537;1;0;0
;1063008;3;0.347978;0.37;14.36;0.12;0.11;1.676;145;1.83;3.13;1.237;1;0;0
;1066477;5;0.276328;0.62;15.6;0.19;0.16;1.163;147;0.72;-0.19;0.892;1;0;0
;1068312;5;0.338944;0.47;14.21;0.16;0.2;2.281;173;0.21;-0.97;2.099;2;4;0
;1071182;6;0.050051;0.2;16.5;0.12;0.11;0.545;217;-0.63;0.91;0.18;3;0;0
;1071236;5;0.335669;0.43;16.54;0.14;0.18;0.776;508;0.53;-0.53;0.571;1;0;0
;1072236;5;0.281965;0.49;15.82;0.14;0.15;1.244;464;1.56;2.21;0.717;2;4;0
;1080552;2;0.351454;0.52;16.2;0.16;0.21;1.301;548;-0.29;-0.57;0.925;1;0;0
;1087936;4;0.580372;0.6;15.54;0.19;0.16;1.418;558;2.59;6.44;0.683;2;5;0
;1088918;5;0.357809;0.46;15.38;0.16;0.16;1.5;529;2.03;4.37;1.052;1;0;0
;1092244;1;0.649492;0.77;16.62;0.25;0.32;1.493;590;-0.5;-0.8;1.175;1;0;0
;1102647;1;0.621546;0.71;15.32;0.22;0.27;2.243;559;-0.63;-0.59;1.968;1;0;0
;1103774;4;1.162872;0.34;16.33;0.14;0.1;0.595;554;3.55;16.75;-0.19;1;0;0
;1107333;1;0.708404;0.53;14.45;0.16;0.19;2.555;424;-0.18;-0.85;2.314;1;0;0
;1111522;1;0.523948;0.74;16.04;0.24;0.29;1.967;345;-0.69;-0.34;1.515;1;0;0
;1111785;5;0.294383;0.44;14.72;0.14;0.19;2.086;518;0.38;-0.99;1.869;1;0;0
;1112498;1;0.492932;0.95;16.83;0.3;0.34;1.641;541;-0.9;-0.08;1.106;1;0;0
;1113422;2;0.386239;0.51;15.7;0.16;0.2;1.619;384;-0.12;-0.73;1.318;1;0;0
;1116649;0;0.572387;0.41;16.5;0.12;0.12;0.536;408;-0.23;2.1;0.039;1;0;0
;1117792;1;0.572388;0.62;14.66;0.2;0.27;2.709;510;-0.49;-1.2;2.51;1;0;0
;1124773;2;0.33183;0.43;16.52;0.14;0.18;0.645;169;-0.06;-0.72;0.407;1;0;0
;1126681;5;0.2576;0.54;15.76;0.18;0.22;1.339;187;0.9;-0.34;1.113;1;0;0
;1127427;1;0.619898;0.49;15.68;0.16;0.19;1.393;184;0.17;-0.98;1.127;1;0;0
;1128025;1;0.505646;1.3;16.78;0.39;0.3;1.31;138;0.79;1.47;0.764;1;0;0
;1128811;2;0.313348;0.63;16.84;0.2;0.22;0.715;144;0.16;-0.52;0.472;1;0;0
;1129060;1;0.640346;0.73;14.19;0.24;0.27;2.87;101;-0.61;-0.88;2.705;2;0;0
;1130401;1;0.467372;0.88;15.74;0.28;0.32;2.061;151;-0.56;-0.62;1.664;2;0;0
;1132871;1;0.556642;0.85;15.77;0.29;0.37;2.242;144;-0.62;-0.89;2.041;1;0;0
;1145534;1;0.536987;0.75;16.18;0.25;0.32;1.837;310;-0.56;-0.73;1.567;1;0;0
;1148376;1;0.519658;0.62;14.91;0.21;0.21;2.615;153;-1.3;2.76;1.934;2;0;0
;1149510;6;0.048577;0.43;16.76;0.16;0.19;0.479;104;-0.46;-0.13;0.231;1;0;0
;1152390;1;0.488849;0.94;16.16;0.3;0.3;1.898;145;-1.07;-0.16;1.619;1;0;0
;1156733;5;0.296103;0.33;14.28;0.11;0.14;2.233;255;0.44;-0.65;1.993;1;0;0
;1159364;1;0.646865;0.37;15.28;0.15;0.11;1.615;120;2.6;8.53;1.195;1;0;0
;1160136;7;109.034599;1.06;14.83;0.34;0.42;3.029;290;0.02;-1.08;2.799;1;0;0
;1162592;4;0.478005;0.28;15.82;0.19;0.09;0.854;321;8.57;89.15;0.274;2;5;0
;1164182;5;0.249387;0.62;16.55;0.21;0.27;1.048;316;0.65;-0.71;0.843;1;0;0
;1169665;2;0.412984;0.34;14.58;0.11;0.14;1.997;305;0.03;-1.1;1.845;1;0;0
;1172677;5;0.288061;0.51;15.75;0.16;0.21;1.483;313;0.72;-0.48;1.178;1;0;0
;1179977;1;0.68949;0.49;16.02;0.17;0.23;1.435;254;-0.17;-1.22;1.218;1;0;0
;1191441;5;0.750648;0.38;14.07;0.12;0.12;2.292;285;1.23;1.9;1.976;1;0;0
;1196152;5;0.356551;0.36;16.11;0.11;0.1;0.603;160;1.21;1.85;0.217;1;0;0
;1197898;2;0.341893;0.28;14.85;0.11;0.15;1.682;261;0.03;-1.52;1.6;1;0;0
;1202674;5;0.941556;1.2;15.06;0.35;0.19;2.075;314;2.17;3.75;1.579;2;4;0
;1210627;2;0.284468;0.5;16.17;0.17;0.24;1.226;277;-0.05;-1.19;0.994;1;0;0
;1212611;1;0.630896;0.7;16.07;0.22;0.26;1.472;297;-0.28;-0.97;1.232;1;0;0
;1215469;5;0.245076;0.65;15.5;0.21;0.27;1.774;302;0.83;-0.51;1.579;1;0;0
;1223684;1;0.493627;0.95;16.97;0.31;0.36;1.456;310;-0.55;-0.52;1.057;1;0;0
;1226099;1;0.616744;0.48;14.08;0.15;0.18;2.656;257;-0.53;-0.79;2.433;1;0;0
;1230516;5;0.293242;0.34;14.38;0.11;0.13;2.016;293;0.81;0.07;1.773;1;0;0
;1240665;1;0.632538;0.37;14.74;0.14;0.15;1.976;468;2.09;13.26;1.698;1;0;0
;1241164;2;0.428469;0.34;15.26;0.12;0.15;1.51;626;0.77;0.19;1.3;1;0;0
;1244554;1;0.536874;0.73;16.33;0.25;0.3;1.691;469;-0.68;-0.24;1.157;1;0;0
;1249142;1;0.56564;0.73;15.91;0.22;0.27;1.931;417;-0.91;-0.3;1.552;1;0;0
;1258617;5;0.289985;0.3;15.28;0.12;0.11;1.259;259;3.71;33.81;0.976;2;2;0
;1262710;0;-9.9;0.59;16.91;0.2;0.21;0.554;296;-0.55;1.58;0.312;1;0;0
;1265213;1;0.583089;0.61;15.98;0.18;0.2;1.4;293;-0.5;-0.42;1.074;1;0;0
;1266960;2;0.283104;0.56;16.79;0.18;0.22;0.685;332;0.23;-0.35;0.464;1;0;0
;1271119;1;0.565254;0.7;16.77;0.22;0.23;1.121;280;-0.66;0.35;0.52;2;0;0
;1273940;2;0.382316;0.46;16;0.16;0.2;1.207;324;-0.12;-1.2;1.059;1;0;0
;1275351;5;0.325824;0.51;15.35;0.16;0.21;1.556;315;0.73;-0.57;1.335;1;0;0
;1275589;4;2.526376;0.25;14.85;0.11;0.07;1.526;313;4.17;18.79;0.142;1;0;0
;1276492;5;0.312143;0.43;15.56;0.14;0.18;1.3;315;0.8;-0.4;1.068;1;0;0
;1286561;5;0.168744;0.44;16.36;0.15;0.17;0.682;326;1.86;10.18;0.435;1;0;0
;1289914;5;0.27231;0.65;15.67;0.22;0.28;1.611;310;0.75;-0.71;1.416;1;0;0
;1305630;2;0.284019;0.37;14.52;0.12;0.16;1.93;252;-0.2;-1.25;1.753;1;0;0
;1307948;1;0.527473;0.63;16.01;0.23;0.27;1.498;262;-0.11;0.31;1.309;1;0;0
;1308565;5;0.258924;0.78;15.07;0.25;0.28;1.983;262;0.96;-0.26;1.751;1;0;0
;1310262;1;0.602346;0.31;14.55;0.1;0.12;1.859;220;0.25;-0.73;1.572;2;0;0
;1315002;5;0.294647;0.52;14.33;0.18;0.25;2.408;203;0.3;-1.31;2.236;1;0;0
;1317052;1;0.522472;0.97;16.97;0.3;0.34;1.064;268;-0.34;-0.47;0.744;2;0;0
;1330574;5;0.536577;0.37;16.72;0.12;0.14;0.502;521;0.03;1.12;0.059;1;0;0
;1332201;1;0.580713;0.58;15.67;0.19;0.23;1.842;260;-0.58;-0.61;1.481;1;0;0
;1340367;0;0.435554;0.47;16.38;0.15;0.19;0.938;380;0;-1.05;0.731;1;0;0
;1348385;1;0.658947;0.61;16.6;0.2;0.19;0.779;187;0.51;0.82;0.545;1;0;0
;1354474;5;0.269779;0.48;16.14;0.14;0.13;0.715;165;0.36;0.29;0.397;1;0;0
;1357156;5;0.293225;0.55;15.77;0.19;0.23;1.309;141;0.45;-1.08;1.114;1;0;0
;1361970;5;0.294548;0.17;14.12;0.2;0.06;1.746;195;7.94;68.92;1.21;3;2;0
;1364129;5;0.329658;0.37;15.1;0.13;0.15;1.481;170;0.71;-0.89;1.281;1;0;0
;1365767;5;0.427416;0.38;14.13;0.12;0.13;1.989;169;0.87;0.13;1.776;1;0;0
;1372405;1;0.589181;0.89;16.36;0.31;0.27;1.274;181;1.35;4.87;0.877;1;0;0
;1374889;2;0.313133;0.36;15.33;0.12;0.15;1.297;189;-0.47;-0.83;1.108;1;0;0
;1390653;1;0.52187;0.97;16.56;0.31;0.38;1.807;524;-0.51;-0.43;1.383;1;0;0
;1391871;4;1.251048;0.46;15.79;0.14;0.14;1.039;561;3.24;10.97;-0.112;1;0;0
;1391917;2;0.331859;0.36;15.21;0.14;0.17;1.764;499;0.72;0.73;1.601;1;0;0
;1398038;5;0.540452;0.53;15.93;0.15;0.12;1.154;237;1.54;1.9;0.67;2;4;0
;1399089;1;0.531907;0.7;14.93;0.22;0.23;2.219;149;-0.83;0.41;1.708;3;0;0
;1399470;5;0.290979;0.72;14.14;0.24;0.29;2.542;180;0.6;-0.73;2.317;1;0;0
;1399852;5;0.734201;0.45;15.77;0.13;0.13;0.853;182;1.32;1.48;0.341;3;0;0
;1403290;1;0.534727;1;16.42;0.34;0.46;1.343;194;0.02;-1.22;1.149;1;0;0
;1407363;0;-9.9;0.41;16.43;0.12;0.12;0.633;298;-0.41;1.37;0.29;1;0;0
;1410477;7;127.289604;0.79;14.47;0.26;0.35;2.884;506;0.32;-1.21;2.749;1;0;0
;1422965;5;0.246823;0.46;15.75;0.16;0.19;1.272;163;0.77;-0.6;1.052;1;0;0
;1426326;6;0.05206;0.52;14.68;0.16;0.15;2.376;175;-1.43;1.39;1.766;1;0;0
;1426563;1;0.556733;0.76;16.7;0.25;0.27;1.176;173;-0.63;-0.48;0.919;1;0;0
;1427812;2;0.385235;0.38;14.47;0.13;0.17;2.093;183;0.13;-0.59;1.919;2;0;0
;1428275;5;0.36163;0.53;15.45;0.25;0.2;1.596;203;4.52;31.85;1.304;1;0;0
;1434107;1;0.51194;0.93;16.16;0.32;0.42;1.918;528;-0.33;-1.22;1.75;1;0;0
;1435279;2;0.381859;0.5;15.78;0.15;0.19;1.541;545;-0.33;-0.62;1.196;1;0;0
;1438520;5;0.33601;0.53;15.93;0.17;0.22;1.298;523;0.7;-0.7;0.999;1;0;0
;1440217;2;0.34055;0.36;15.76;0.13;0.17;1.285;574;0.26;-0.4;1.133;1;0;0
;1448299;1;0.60691;0.77;15.55;0.26;0.31;2.216;435;-0.47;-0.79;1.861;1;0;0
;1449505;0;-9.9;0.91;16.7;0.36;0.11;0.532;126;4.03;16.93;-0.255;1;0;0
;1457871;1;0.515446;0.78;15.41;0.28;0.3;2.511;498;0.22;2.59;2.142;1;0;0
;1462162;1;0.509;0.86;15.75;0.27;0.35;2.386;405;-0.79;-0.62;2.013;1;0;0
;1464881;5;0.319416;0.42;16.69;0.13;0.17;0.648;488;0.23;-0.7;0.379;1;0;0
;1468233;2;0.325255;0.37;16.44;0.13;0.17;0.849;256;-0.06;-1.08;0.646;1;0;0
;1469499;1;0.495967;0.93;14.64;0.31;0.38;2.933;192;-0.66;-0.62;2.591;1;0;0
;1471459;5;0.398543;0.67;16.62;0.21;0.17;0.669;153;1.64;2.75;0.237;2;4;0
;1478037;1;0.706121;0.64;16.08;0.19;0.23;1.543;308;-0.14;-0.69;1.194;1;0;0
;1482761;2;0.297081;0.39;16.19;0.13;0.17;1.095;340;-0.25;-1.19;0.904;1;0;0
;1490274;5;0.26886;0.28;15.11;0.1;0.11;1.441;314;1.4;5.53;1.161;1;0;0
;1491155;1;0.536249;0.84;16.69;0.26;0.31;1.441;323;-0.38;-0.74;1.123;1;0;0
;1491775;2;0.354984;0.42;15.94;0.14;0.19;1.322;293;0.05;-1.23;1.13;1;0;0
;1491942;1;0.479459;0.9;16.36;0.31;0.39;1.922;331;-0.45;-0.88;1.587;1;0;0
;1492054;2;0.356654;0.58;16.53;0.18;0.21;1.096;339;-0.38;-0.59;0.774;1;0;0
;1492129;1;0.627671;0.67;15.56;0.22;0.27;2.227;339;-0.69;-0.54;1.832;1;0;0
;1497296;5;0.356288;0.6;14.61;0.2;0.26;2.415;262;0.52;-0.82;2.21;1;0;0
;1499034;1;0.639108;0.8;16.28;0.27;0.34;1.54;242;0.14;-1.23;1.359;1;0;0
;1499145;6;0.04893;0.41;15.97;0.14;0.17;1.295;287;-0.38;-0.75;1.01;1;0;0
;1500329;5;0.337372;0.61;14.33;0.21;0.26;2.634;299;0.54;-0.85;2.489;1;0;0
;1500452;5;0.338757;0.36;15.58;0.12;0.15;1.394;311;0.42;-0.9;1.148;1;0;0
;1500964;5;0.296414;0.75;16.96;0.24;0.21;0.492;185;1.18;1.11;0.217;2;4;0
;1506638;5;0.329798;0.76;16.99;0.25;0.28;0.724;301;0.87;0.2;0.508;1;0;0
;1508774;1;0.470441;1.01;16.24;0.32;0.37;1.956;141;-0.67;-0.68;1.714;1;0;0
;1520013;4;0.681448;0.37;15.96;0.11;0.12;0.933;303;1.15;2.12;0.42;1;0;0
;1520272;2;0.408329;0.38;16.17;0.13;0.18;0.975;310;-0.02;-1.2;0.833;1;0;0
;1521068;2;0.286544;0.57;16.7;0.19;0.22;0.848;286;0.47;0.79;0.579;1;0;0
;1539000;1;0.500277;0.77;15.8;0.25;0.32;2.086;410;-0.58;-0.57;1.726;1;0;0
;1541626;5;0.362179;0.4;15.52;0.14;0.17;1.534;383;1.44;7.81;1.255;1;0;0
;1551619;2;0.338146;0.38;15.27;0.13;0.17;1.693;295;-0.03;-1.21;1.539;1;0;0
;1551674;5;0.248031;0.48;15.37;0.16;0.21;1.581;284;0.72;-0.67;1.399;1;0;0
;1553288;2;0.283999;0.37;15.82;0.35;0.13;1.178;273;6.1;44.46;0.769;1;0;0
;1559109;2;0.272659;0.42;15.82;0.15;0.2;1.299;316;0.05;-1.2;1.161;1;0;0
;1565093;4;0.899392;0.52;14.62;0.15;0.14;1.974;529;2.62;6.39;1.254;2;0;0
;1580949;5;0.283523;0.69;15.94;0.23;0.3;1.539;389;0.78;-0.65;1.365;1;0;0
;1581690;4;0.677707;0.5;16.31;0.15;0.12;0.605;96;1.49;1.28;0.24;3;0;0
;1582405;2;0.258416;0.35;14.33;0.12;0.15;2.206;405;0;-0.93;2.027;1;0;0
;1584721;1;0.676195;0.83;15.6;0.25;0.28;2.377;426;-0.97;0.09;1.831;1;0;0
;1585633;2;0.406924;0.42;15.27;0.15;0.2;1.76;432;-0.1;-1.4;1.652;1;0;0
;1586050;0;481.000397;0.58;16.81;0.22;0.2;0.709;268;1.52;6.91;0.482;1;0;0
;1586259;8;526.420715;0.5;15.15;0.12;0.12;1.639;428;0.04;1.4;1.127;1;0;0
;1586584;1;0.504491;1.01;16.85;0.33;0.42;1.429;408;-0.51;-0.74;1.215;1;0;0
;1588548;1;0.514057;0.95;16.94;0.31;0.39;1.396;403;-0.4;-0.91;1.051;1;0;0
;1593736;1;0.592627;0.51;16.75;0.21;0.16;0.742;264;1.06;8.62;0.254;1;0;0
;1593753;5;0.301194;0.59;14.88;0.19;0.22;2.06;299;1.16;0.47;1.771;1;0;0
;1602363;2;0.293579;0.38;16.4;0.13;0.14;0.615;311;0.81;2.52;0.377;1;0;0
;1612845;4;1.310508;0.44;15.64;0.12;0.1;0.99;414;1.14;3.04;0.46;2;0;0
;1614256;4;0.556391;0.45;14.21;0.14;0.14;2.127;267;1.74;1.84;1.654;1;0;0
;1615764;1;0.48819;0.94;15.96;0.3;0.38;2.048;334;-0.42;-0.93;1.668;1;0;0
;1619501;1;0.60828;0.59;14.68;0.18;0.21;2.516;323;-1.06;0.09;2.073;1;0;0
;1620903;0;-9.9;0.29;14.07;0.1;0.1;2.177;316;1.68;5.45;1.783;1;0;0
;1626282;2;0.416164;0.42;16.42;0.14;0.16;0.698;307;0.24;-0.36;0.491;1;0;0
;1627564;1;0.584916;0.75;16.19;0.23;0.26;1.493;317;-0.5;-0.49;1.194;1;0;0
;1631769;1;0.474355;0.87;16.85;0.28;0.28;1.013;290;0.41;0.67;0.635;2;0;0
;1634230;1;0.600538;0.56;15.35;0.19;0.21;1.903;273;-0.1;-0.37;1.607;1;0;0
;1634758;1;0.479113;0.92;15.35;0.3;0.38;2.344;230;-0.47;-0.94;2.085;1;0;0
;1637658;1;0.6646;0.64;15.55;0.19;0.22;1.652;157;-0.19;-0.71;1.416;1;0;0
;1643135;2;0.353188;0.65;16.64;0.22;0.26;0.877;207;0.41;0.52;0.665;1;0;0
;1648028;1;0.61091;0.67;16.92;0.2;0.21;0.599;256;0.19;-0.29;0.363;1;0;0
;1648862;1;0.637197;0.4;16.5;0.12;0.11;0.478;195;-0.13;0.52;-0.033;3;0;0
;1650268;1;0.590901;0.66;16.59;0.22;0.25;0.987;196;0.1;-0.09;0.746;1;0;0
;1656568;2;0.276521;0.36;14.95;0.13;0.16;1.664;188;0.12;-0.76;1.502;1;0;0
;1667598;4;0.498579;0.54;15.67;0.17;0.25;1.363;555;1.37;0.67;1.074;2;3;0
;1679845;1;0.683384;0.63;15.68;0.2;0.25;1.775;441;-0.21;-1.09;1.548;1;0;0
;1680927;5;0.370524;0.45;14.59;0.3;0.17;2.222;410;7.6;78.95;1.946;1;0;0
;1683151;6;0.058234;0.51;16.24;0.16;0.16;1.231;427;-1.54;3.17;0.628;1;0;0
;1684856;1;0.521784;0.76;16.24;0.24;0.29;1.645;420;-0.93;-0.19;1.262;1;0;0
;1685980;1;0.752983;0.41;15.88;0.12;0.15;1.063;368;0.35;-0.4;0.78;2;0;0
;1687512;1;0.515614;0.8;16.52;0.26;0.28;1.405;364;-0.03;-0.41;1.06;1;0;0
;1688567;5;0.254995;0.46;14.5;0.15;0.18;1.909;266;0.89;-0.28;1.666;1;0;0
;1691490;1;0.719251;0.44;15.09;0.14;0.19;1.726;263;0;-1.1;1.511;1;0;0
;1691878;5;0.27966;0.52;14.34;0.17;0.22;2.253;237;0.59;-0.9;2.058;1;0;0
;1703266;5;0.254885;0.41;15.83;0.13;0.17;0.914;226;0.56;-0.52;0.708;1;0;0
;1708695;5;0.225758;0.38;15.83;0.13;0.14;0.917;203;1.36;4.51;0.644;1;0;0
;1710162;1;0.600986;0.47;14.55;0.15;0.16;2.149;182;-0.78;0.11;1.755;1;0;0
;1712862;0;-9.9;0.34;15.97;0.11;0.13;0.688;162;-0.14;-0.58;0.38;1;0;0
;1720538;2;0.291562;0.47;16.53;0.17;0.22;0.574;231;-0.09;-1.11;0.453;1;0;0
;1725743;0;-9.9;0.5;15.79;0.16;0.15;1.04;218;0.63;1.49;0.66;1;0;0
;1728470;1;0.642416;0.39;14.78;0.13;0.17;2.058;542;-0.46;-0.92;1.8;1;0;0
;1735658;5;0.2373;0.32;16.43;0.11;0.13;0.576;547;0.53;2.35;0.367;1;0;0
;1736308;1;0.555849;0.65;15.86;0.2;0.23;1.755;372;-0.54;-0.58;1.44;1;0;0
;1743519;5;0.284202;0.33;14.24;0.11;0.13;2.136;167;0.58;-0.52;1.928;1;0;0
;1746311;2;0.319192;0.42;15.88;0.15;0.18;1.145;226;1;3.9;0.949;1;0;0
;1748058;2;0.310236;0.42;15.93;0.15;0.2;1.239;463;0.25;-0.31;1.074;1;0;0
;1748794;2;0.302989;0.48;14.56;0.17;0.22;2.372;409;-0.07;-1.26;2.148;1;0;0
;1749054;2;0.289547;0.56;16.59;0.19;0.22;0.837;167;0.02;0;0.68;1;0;0
;1754582;5;0.27104;0.39;15.25;0.13;0.14;1.17;187;0.86;-0.09;0.915;1;0;0
;1763696;2;0.319826;0.45;16.85;0.15;0.19;0.529;517;0.26;-0.88;0.337;1;0;0
;1769795;1;0.545052;0.76;14.05;0.23;0.25;3.147;519;-0.93;0.22;2.76;1;0;0
;1774383;1;0.519424;0.82;16.47;0.27;0.31;1.567;236;-0.6;-0.28;1.196;3;0;0
;1779170;5;0.358638;0.44;16;0.14;0.11;0.964;180;1.91;4.82;0.621;2;4;0
;1780485;1;0.586397;0.72;16.7;0.23;0.24;1.306;240;-0.44;0.04;0.803;2;0;0
;1781225;6;0.058595;0.47;15.92;0.16;0.22;1.445;204;-0.61;-1;1.162;1;0;0
;1784750;1;0.590825;0.66;15.74;0.2;0.25;1.831;520;-0.45;-0.87;1.557;1;0;0
;1787086;1;0.645872;0.51;14.65;0.16;0.22;2.323;504;0.25;-1.12;2.105;1;0;0
;1788821;1;0.571802;0.71;16.74;0.22;0.24;1.282;521;-0.72;0.44;0.735;1;0;0
;1790596;1;0.534499;0.8;15.64;0.24;0.27;2.277;509;-0.89;0.22;1.733;1;0;0
;1793190;5;0.213528;0.4;15.75;0.13;0.16;1.187;537;0.61;-0.64;0.983;1;0;0
;1804606;1;0.499806;0.9;16.75;0.27;0.3;1.459;553;-0.89;0.26;0.892;1;0;0
;1811983;5;0.318027;0.39;14.54;0.13;0.16;2.166;252;0.72;-0.64;1.951;1;0;0
;1817613;1;0.610827;0.47;16.68;0.15;0.2;0.819;372;-0.05;-1.01;0.598;1;0;0
;1818091;1;0.494997;1.01;16.88;0.32;0.34;1.582;304;-0.75;-0.4;1.194;1;0;0
;1828651;1;0.535171;0.87;16.86;0.28;0.34;1.336;316;-0.57;-0.6;0.976;1;0;0
;1838988;2;0.344572;0.46;16.75;0.16;0.2;0.75;320;0.01;-0.67;0.612;1;0;0
;1844071;1;0.594897;0.62;16.74;0.2;0.22;1.049;267;-0.25;-0.32;0.734;1;0;0
;1844132;5;0.299967;1.08;15.32;0.37;0.22;2.005;287;2.85;10.04;1.684;1;0;0
;1848945;5;0.24306;0.52;16.29;0.18;0.24;1.013;300;0.41;-0.88;0.851;1;0;0
;1851295;5;0.423396;0.46;14.85;0.15;0.19;1.843;317;1.16;0.16;1.616;1;0;0
;1852655;2;0.340423;0.47;16.85;0.15;0.16;0.487;309;0.26;-0.02;0.136;1;0;0
;1852714;1;0.454981;1;16.33;0.33;0.4;1.943;294;-0.46;-0.86;1.574;1;0;0
;1857382;1;0.566431;0.55;14.73;0.17;0.21;2.322;280;-0.67;-0.44;2.021;1;0;0
;1863652;1;0.635622;0.88;16.68;0.31;0.38;1.671;250;-0.29;-0.72;1.424;1;0;0
;1864511;7;136.652008;1.36;14.06;0.42;0.44;3.494;185;0.26;-0.84;3.188;1;0;0
;1867745;1;0.558988;0.98;16.67;0.31;0.3;1.561;258;-0.27;0.6;1.123;1;0;0
;1869417;1;0.628153;0.69;16.98;0.24;0.21;0.745;61;-0.81;-0.29;0.444;2;0;0
;1870290;5;0.269727;0.51;15.3;0.18;0.25;1.786;280;0.56;-1.1;1.622;1;0;0
;1871916;1;0.600454;0.88;15.53;0.29;0.37;2.378;267;-0.76;-0.62;2.057;1;0;0
;1876472;5;0.251011;0.61;16.04;0.22;0.24;1.386;309;1.94;9.66;1.148;1;0;0
;1876491;1;0.760125;0.38;15.99;0.13;0.16;1.183;301;-0.31;-0.7;0.889;1;0;0
;1882088;2;0.315984;0.43;14.89;0.15;0.2;2.014;303;0.05;-1.05;1.878;1;0;0
;1882354;1;0.695067;0.72;16.19;0.23;0.29;1.482;313;-0.09;-0.71;1.284;1;0;0
;1885158;1;0.667418;0.68;16.56;0.21;0.24;1.052;273;0.09;-0.73;0.765;1;0;0
;1890167;1;0.651284;0.77;16.54;0.24;0.26;1.393;269;-0.54;-0.28;0.913;1;0;0
;1896980;5;0.313104;0.56;14.53;0.17;0.2;2.295;397;0.38;-0.49;2.023;2;0;0
;1913043;1;0.631506;0.31;16.63;0.1;0.13;0.504;548;-0.14;-0.47;0.211;1;0;0
